Uni-port ID,Entry name,Protein names,Gene names,Status,Organism,Length,Mass,Activity regulation,Involvement in disease,Catalytic activity,Cross-reference (PDB),Function
P21860,ERBB3_HUMAN,Receptor tyrosine-protein kinase erbB-3 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-3) (Tyrosine kinase-type cell surface receptor HER3),ERBB3 HER3,reviewed,Homo sapiens (Human),1342,"148,098",N/A,Lethal congenital contracture syndrome 2 (LCCS2),Reaction=ATP + L-tyrosyl-[protein] = ADP + H(+) + O-phospho-L-tyrosyl-[protein],1M6B;2L9U;3KEX;3LMG;3P11;4LEO;4P59;4RIW;4RIX;4RIY;5CUS;5O4O;5O7P;6KBI;6OP9;7BHE;7BHF;7D85;7MN5;7MN6;7MN8;,Tyrosine-protein kinase that plays an essential role as cell surface receptor for neuregulins.
P22629,SAV_STRAV,Streptavidin,N/A,reviewed,Streptomyces avidinii,183,"18,834",N/A,N/A,N/A,1DF8;1HQQ;1HXL;1HXZ;1HY2;1I9H;1KFF;1KL3;1KL4;1KL5;1LCV;1LCW;1LCZ;1LUQ;1MEP;1MK5;1MM9;1MOY;1N43;1N4J;1N7Y;1N9M;1N9Y;1NBX;1NC9;1NDJ;1NQM;1PTS;1RST;1RSU;1RXH;1RXJ;1RXK;1SLD;1SLE;1SLF;1SLG;1SRE;1SRF;1SRG;1SRH;1SRI;1SRJ;1STP;1STR;1STS;1SWA;1SWB;1SWC;1SWD;1SWE;1SWF;1SWG;1SWH;1SWJ;1SWK;1SWL;1SWN;1SWO;1SWP;1SWQ;1SWR;1SWS;1SWT;1SWU;1VWA;1VWB;1VWC;1VWD;1VWE;1VWF;1VWG;1VWH;1VWI;1VWJ;1VWK;1VWL;1VWM;1VWN;1VWO;1VWP;1VWQ;1VWR;2BC3;2F01;2G5L;2GH7;2IZA;2IZB;2IZC;2IZD;2IZE;2IZF;2IZG;2IZH;2IZI;2IZJ;2IZK;2IZL;2QCB;2RTA;2RTB;2RTC;2RTD;2RTE;2RTF;2RTG;2RTH;2RTI;2RTJ;2RTK;2RTL;2RTM;2RTN;2RTO;2RTP;2RTQ;2RTR;2WPU;2Y3E;2Y3F;3MG5;3PK2;3RDM;3RDO;3RDQ;3RDS;3RDU;3RDX;3RE5;3RE6;3RY1;3RY2;3T6F;3T6L;3WYP;3WYQ;3WZN;3WZO;3WZP;3WZQ;3X00;4BX5;4BX6;4BX7;4CPE;4CPF;4CPH;4CPI;4DNE;4EKV;4GD9;4GDA;4GJS;4GJV;4IRW;4JO6;4OKA;4Y59;4Y5D;4YVB;5B5F;5B5G;5CSE;5F2B;5JD2;5K67;5K68;5L3Y;5N7X;5N89;5N8B;5N8E;5N8J;5N8T;5N8W;5N99;5TO2;5VCQ;5VKX;5VL5;5VL8;5WBA;5WBB;5WBC;5WBD;6ANX;6AUC;6AUE;6AUH;6AUL;6AUO;6AVK;6ESS;6ESU;6FH8;6FRY;6GH7;6J6J;6J6K;6LNG;6M9B;6QBB;6QSY;6QW4;6S4Q;6S50;6SOK;6SOS;6T1E;6T1G;6T1K;6T2L;6T2Y;6T2Z;6T30;6T31;6T32;6TIP;6UC3;6UD1;6UD6;6UDB;6UDC;6UI0;6UIU;6UIY;6UIZ;6US6;6VJK;6VJL;6VO9;6VOB;6VOZ;6VP1;6VP2;6VP3;6Y25;6Y2M;6Y2T;6Y33;6Y34;6Y3Q;7ALX;7B74;7DY0;7EFC;7EFD;7EK8;7EK9;7KBY;7KBZ;7KNL;7NLV;,The biological function of streptavidin is not known.
P22888,LSHR_HUMAN,Lutropin-choriogonadotropic hormone receptor (LH/CG-R) (Luteinizing hormone receptor) (LHR) (LSH-R),LHCGR LCGR LGR2 LHRHR,reviewed,Homo sapiens (Human),699,"78,643",N/A,Familial male precocious puberty (FMPP),N/A,7FIG;7FIH;7FII;7FIJ;,Receptor for lutropin-choriogonadotropic hormone.
P23284,PPIB_HUMAN,Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP),PPIB CYPB,reviewed,Homo sapiens (Human),216,"23,743",Inhibited by cyclosporin A (CsA),Osteogenesis imperfecta 9 (OI9),Reaction=[protein]-peptidylproline (omega=180) = [protein]-peptidylproline (omega=0),1CYN;3ICH;3ICI;,PPIase that catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides and may therefore assist protein folding.
P23441,NKX21_RAT,Homeobox protein Nkx-2.1 (Thyroid nuclear factor 1) (Thyroid transcription factor 1) (TTF-1),Nkx2-1 Nkx-2.1 Titf1 Ttf-1 Ttf1,reviewed,Rattus norvegicus (Rat),372,"38,554",N/A,N/A,N/A,1FTT;,"Transcription factor that binds and activates the promoter of thyroid specific genes such as thyroglobulin, thyroperoxidase, and thyrotropin receptor."
P24821,TENA_HUMAN,Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C),TNC HXB,reviewed,Homo sapiens (Human),2201,"240,853",N/A,"Deafness, autosomal dominant, 56 (DFNA56)",N/A,1TEN;2RB8;2RBL;5R5T;5R5U;5R5V;5R5W;5R5X;5R5Y;5R5Z;5R60;5R61;5R62;5R63;6BRB;6QNV;,"Extracellular matrix protein implicated in guidance of migrating neurons as well as axons during development, synaptic plasticity as well as neuronal regeneration."
P25098,ARBK1_HUMAN,Beta-adrenergic receptor kinase 1 (Beta-ARK-1) (EC 2.7.11.15) (G-protein coupled receptor kinase 2),GRK2 ADRBK1 BARK BARK1,reviewed,Homo sapiens (Human),689,"79,574","In contrast to other AGC family kinases, the catalytic activity is solely regulated by the binding of substrates and ligands",N/A,Reaction=[beta-adrenergic receptor] + ATP = [beta-adrenergic receptor]-phosphate + ADP + H(+),1BAK;3CIK;3KRW;3KRX;3V5W;4MK0;4PNK;5HE1;5UKK;5UKL;5UUU;5UVC;5WG3;5WG4;5WG5;6C2Y;6U7C;7K7L;7K7Z;7PWD;,"Specifically phosphorylates the agonist-occupied form of the beta-adrenergic and closely related receptors, probably inducing a desensitization of them."
P26315,GAG_AVIMA,Proteinase p15 (EC 3.4.23.-),gag,reviewed,Avian myeloblastosis associated virus (MAV),124,"13,596",N/A,N/A,N/A,1MVP;,"Specifically liberates the five major structural proteins from the common gag precursor, as well as reverse transcriptase and integrase from the gag-pol precursor."
P26678,PPLA_HUMAN,Cardiac phospholamban (PLB),PLN PLB,reviewed,Homo sapiens (Human),52,"6,109",N/A,"Cardiomyopathy, dilated 1P (CMD1P)",N/A,1PLP;1ZLL;2HYN;6Y40;,Reversibly inhibits the activity of ATP2A2 in cardiac sarcoplasmic reticulum by decreasing the apparent affinity of the ATPase for Ca(2+).
P27907,NRAM_INBBE,Neuraminidase (EC 3.2.1.18),NA,reviewed,Influenza B virus (strain B/Beijing/1/1987),465,"51,430",Inhibited by the neuraminidase inhibitors zanamivir (Relenza) and oseltamivir (Tamiflu),N/A,"Reaction=Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)- glycosidic linkages of terminal sialic acid residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates",1A4G;1A4Q;1NSB;1NSC;1NSD;,Catalyzes the removal of terminal sialic acid residues from viral and cellular glycoconjugates.
P27958,POLG_HCV77,Genome polyprotein [Cleaved into: Core protein precursor (Capsid protein C) (p23); Mature core protein (p21); Envelope glycoprotein E1 (gp32) (gp35); Envelope glycoprotein E2 (NS1) (gp68) (gp70); Viroporin p7; Protease NS2 (p23) (EC 3.4.22.-) (Non-structural protein 2) (NS2); Serine protease/helicase NS3 (EC 3.4.21.98) (EC 3.6.1.15) (EC 3.6.4.13) (Hepacivirin) (NS3 helicase) (NS3 protease) (NS3P) (Viroporin p70); Non-structural protein 4A (NS4A) (p8); Non-structural protein 4B (NS4B) (p27); Non-structural protein 5A (NS5A) (p56/58); RNA-directed RNA polymerase (EC 2.7.7.48) (NS5B) (p68)],N/A,reviewed,Hepatitis C virus genotype 1a (isolate H77) (HCV),3011,"327,146",Inhibited by the antiviral drug hexamethylene amiloride (By similarity),N/A,"Reaction=Hydrolysis of four peptide bonds in the viral precursor polyprotein, commonly with Asp or Glu in the P6 position, Cys or Thr in P1 and Ser or Ala in P1",1A1R;1A1V;1CWX;1HEI;1JR6;1N1L;1ONB;1R7C;1R7D;1R7E;1R7F;1R7G;1RGQ;2A4R;2F9V;2HD0;2JXF;2KDR;2N1P;2O8M;2OBO;2OBQ;2OC0;2OC1;2OC7;2OC8;2OIN;2P59;2QV1;2XI2;2XI3;2XNI;3RC4;3RC5;4CL1;4JZN;4JZO;4MWF;4N0Y;4Q0X;4XVJ;4Z0X;5EOC;5ERW;5FGB;5FGC;5JZI;5YXN;5YXU;6BQJ;6BQK;6BZU;6BZV;6BZW;6BZY;6UYD;6WO5;6WOQ;,"Packages viral RNA to form a viral nucleocapsid, and promotes virion budding (Probable)."
P28482,MK01_HUMAN,Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2),MAPK1 ERK2 PRKM1 PRKM2,reviewed,Homo sapiens (Human),360,"41,390",Phosphorylated by MAP2K1/MEK1 and MAP2K2/MEK2 on Thr-185 and Tyr-187 in response to external stimuli like insulin or NGF,Noonan syndrome 13 (NS13),Reaction=ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein],1PME;1TVO;1WZY;2OJG;2OJI;2OJJ;2Y9Q;3D42;3D44;3I5Z;3I60;3SA0;3TEI;3W55;4FMQ;4FUX;4FUY;4FV0;4FV1;4FV2;4FV3;4FV4;4FV5;4FV6;4FV7;4FV8;4FV9;4G6N;4G6O;4H3P;4H3Q;4IZ5;4IZ7;4IZA;4N0S;4NIF;4O6E;4QP1;4QP2;4QP3;4QP4;4QP6;4QP7;4QP8;4QP9;4QPA;4QTA;4QTE;4XJ0;4ZXT;4ZZM;4ZZN;4ZZO;5AX3;5BUE;5BUI;5BUJ;5BVD;5BVE;5BVF;5K4I;5LCJ;5LCK;5NGU;5NHF;5NHH;5NHJ;5NHL;5NHO;5NHP;5NHV;5V60;5V61;5V62;5WP1;6D5Y;6DMG;6G54;6G8X;6G91;6G92;6G93;6G97;6G9A;6G9D;6G9H;6G9J;6G9K;6G9M;6G9N;6GDM;6GDQ;6GE0;6GJB;6GJD;6NBS;6OPG;6OPH;6OPI;6Q7K;6Q7S;6Q7T;6QA1;6QA3;6QA4;6QAG;6QAH;6QAL;6QAQ;6QAW;6RQ4;6SLG;7AUV;7E73;7E75;7NQQ;7NQW;7NR3;7NR5;7NR8;7NR9;7OPM;7W5O;,Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway.
P30530,UFO_HUMAN,Tyrosine-protein kinase receptor UFO (EC 2.7.10.1) (AXL oncogene),AXL UFO,reviewed,Homo sapiens (Human),894,"98,337",Activated by GAS6-binding and subsequent autophosphorylation,"AXL and its ligand GAS6 are highly expressed in thyroid carcinoma tissues, and might thus be involved in thyroid tumorigenesis",Reaction=ATP + L-tyrosyl-[protein] = ADP + H(+) + O-phospho-L-tyrosyl-[protein],2C5D;4RA0;5U6B;5VXZ;,"Receptor tyrosine kinase that transduces signals from the extracellular matrix into the cytoplasm by binding growth factor GAS6 and which is thus regulating many physiological processes including cell survival, cell proliferation, migration and differentiation."
P30990,NEUT_HUMAN,Neurotensin/neuromedin N [Cleaved into: Large neuromedin N (NmN-125); Neuromedin N (NN) (NmN); Neurotensin (NT); Tail peptide],NTS,reviewed,Homo sapiens (Human),170,"19,795",N/A,N/A,N/A,2LNE;2LNF;2LNG;2LYW;2OYV;2OYW;3F6K;4PO7;5LUZ;6UP7;,Neurotensin may play an endocrine or paracrine role in the regulation of fat metabolism.
P31809,CEAM1_MOUSE,Carcinoembryonic antigen-related cell adhesion molecule 1 (Biliary glycoprotein 1) (BGP-1) (Biliary glycoprotein D) (MHVR1) (Murine hepatitis virus receptor) (MHV-R) (CD antigen CD66a),Ceacam1 Bgp Bgp1,reviewed,Mus musculus (Mouse),521,"57,016",N/A,N/A,N/A,1L6Z;3R4D;5VST;6VSJ;,Cell adhesion protein that mediates homophilic cell adhesion in a calcium-independent manner.
P31948,STIP1_HUMAN,Stress-induced-phosphoprotein 1 (STI1) (Hsc70/Hsp90-organizing protein) (Hop) (Renal carcinoma antigen NY-REN-11) (Transformation-sensitive protein IEF SSP 3521),STIP1,reviewed,Homo sapiens (Human),543,"62,639",N/A,N/A,N/A,1ELR;1ELW;2LNI;2NC9;3ESK;3FWV;7KW7;,Acts as a co-chaperone for HSP90AA1.
P35270,SPRE_HUMAN,Sepiapterin reductase (SPR) (EC 1.1.1.153),SPR,reviewed,Homo sapiens (Human),261,"28,048",N/A,"Dystonia, DOPA-responsive, due to sepiapterin reductase deficiency (DRDSPRD)","Reaction=L-erythro-7,8-dihydrobiopterin + NADP(+) = H(+) + NADPH + sepiapterin",1Z6Z;4HWK;4J7U;4J7X;4XWY;4Z3K;6I6C;6I6F;6I6P;6I6T;6I6V;6I79;6USN;7DSF;,"Catalyzes the final one or two reductions in tetra-hydrobiopterin biosynthesis to form 5,6,7,8-tetrahydrobiopterin."
P37840,SYUA_HUMAN,Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP),SNCA NACP PARK1,reviewed,Homo sapiens (Human),140,"14,460",N/A,"Genetic alterations of SNCA resulting in aberrant polymerization into fibrils, are associated with several neurodegenerative diseases (synucleinopathies)",N/A,1XQ8;2JN5;2KKW;2M55;2N0A;2X6M;3Q25;3Q26;3Q27;3Q28;3Q29;4BXL;4R0U;4R0W;4RIK;4RIL;4ZNN;5CRW;6A6B;6CT7;6CU7;6CU8;6FLT;6H6B;6I42;6L1T;6L1U;6L4S;6LRQ;6OSJ;6OSL;6OSM;6PEO;6PES;6RT0;6RTB;6SST;6SSX;6UFR;6XYO;6XYP;6XYQ;7C1D;7E0F;7L7H;7LC9;7NCA;7NCG;7NCH;7NCI;7NCJ;7NCK;7STX;,Neuronal protein that plays several roles in synaptic activity such as regulation of synaptic vesicle trafficking and subsequent neurotransmitter release.
P40259,CD79B_HUMAN,B-cell antigen receptor complex-associated protein beta chain (B-cell-specific glycoprotein B29) (Ig-beta) (Immunoglobulin-associated B29 protein) (CD antigen CD79b),CD79B B29 IGB,reviewed,Homo sapiens (Human),229,"26,048",N/A,"Agammaglobulinemia 6, autosomal recessive (AGM6)",N/A,3KG5;,"Required in cooperation with CD79A for initiation of the signal transduction cascade activated by the B-cell antigen receptor complex (BCR) which leads to internalization of the complex, trafficking to late endosomes and antigen presentation."
P42262,GRIA2_HUMAN,"Glutamate receptor 2 (GluR-2) (AMPA-selective glutamate receptor 2) (GluR-B) (GluR-K2) (Glutamate receptor ionotropic, AMPA 2) (GluA2)",GRIA2 GLUR2,reviewed,Homo sapiens (Human),883,"98,821",N/A,Neurodevelopmental disorder with language impairment and behavioral abnormalities,N/A,2WJW;2WJX;2XHD;3R7X;3RN8;3RNN;3UA8;5H8S;5YBF;5YBG;5ZG0;5ZG1;5ZG2;5ZG3;7F3O;,Receptor for glutamate that functions as ligand-gated ion channel in the central nervous system.
P43490,NAMPT_HUMAN,Nicotinamide phosphoribosyltransferase (NAmPRTase) (Nampt) (EC 2.4.2.12) (Pre-B-cell colony-enhancing factor 1) (Pre-B cell-enhancing factor) (Visfatin),NAMPT PBEF PBEF1,reviewed,Homo sapiens (Human),491,"55,521","Inhibited by FK866. FK866 competes for the same binding site as nicotinamide, but due to its very low dissociation rate, it is essentially an irreversible inhibitor",N/A,Reaction=beta-nicotinamide D-ribonucleotide + diphosphate = 5-phospho-alpha-D-ribose 1-diphosphate + H(+) + nicotinamide,2E5B;2E5C;2E5D;2GVG;2GVJ;3DGR;3DHD;3DHF;3DKJ;3DKL;4JNM;4JR5;4KFN;4KFO;4KFP;4L4L;4L4M;4LTS;4LV9;4LVA;4LVB;4LVD;4LVF;4LVG;4LWW;4M6P;4M6Q;4N9B;4N9C;4N9D;4N9E;4O0Z;4O10;4O12;4O13;4O14;4O15;4O16;4O17;4O18;4O19;4O1A;4O1B;4O1C;4O1D;4O28;4WQ6;5KIT;5LX3;5LX5;5NSD;5U2M;5U2N;5UPE;5UPF;5WI0;5WI1;6ATB;6AZJ;6B75;6B76;6E68;6PEB;6TA0;6TA2;6TAC;,"Catalyzes the condensation of nicotinamide with 5-phosphoribosyl-1-pyrophosphate to yield nicotinamide mononucleotide, an intermediate in the biosynthesis of NAD."
P44514,DAPE_HAEIN,"Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)",dapE HI_0102,reviewed,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),377,"41,353","Competitively inhibited by L,L-DAP, D,L-DAP, 2-carboxyethylphosphonic acid (CEPA) and 5-mercaptopentanoic acid (MSPA)",N/A,"Reaction=H2O + N-succinyl-(2S,6S)-2,6-diaminoheptanedioate = (2S,6S)-2,6-diaminoheptanedioate + succinate",3IC1;3ISZ;4H2K;5VO3;,"Catalyzes the hydrolysis of N-succinyl-L,L-diaminopimelic acid (SDAP), forming succinate and LL-2,6-diaminoheptanedioate (DAP)."
P45379,TNNT2_HUMAN,"Troponin T, cardiac muscle (TnTc) (Cardiac muscle troponin T) (cTnT)",TNNT2,reviewed,Homo sapiens (Human),298,"35,924",N/A,"Cardiomyopathy, familial hypertrophic 2 (CMH2)",N/A,1J1D;1J1E;4Y99;6KN7;6KN8;,"Troponin T is the tropomyosin-binding subunit of troponin, the thin filament regulatory complex which confers calcium-sensitivity to striated muscle actomyosin ATPase activity."
P47741,TNR4_MOUSE,Tumor necrosis factor receptor superfamily member 4 (OX40 antigen) (OX40L receptor) (CD antigen CD134),Tnfrsf4 Ox40 Txgp1,reviewed,Mus musculus (Mouse),272,"30,154",N/A,N/A,N/A,N/A,Receptor for TNFSF4/OX40L/GP34. Is a costimulatory molecule implicated in long-term T-cell immunity.
P47871,GLR_HUMAN,Glucagon receptor (GL-R),GCGR,reviewed,Homo sapiens (Human),477,"54,009",N/A,Mahvash disease (MVAH),N/A,2A83;3CZF;4ERS;4L6R;4LF3;5EE7;5XEZ;6LMK;6LML;6WHC;6WPW;7V35;,G-protein coupled receptor for glucagon that plays a central role in the regulation of blood glucose levels and glucose homeostasis.
P48551,INAR2_HUMAN,Interferon alpha/beta receptor 2 (IFN-R-2) (IFN-alpha binding protein) (IFN-alpha/beta receptor 2) (Interferon alpha binding protein) (Type I interferon receptor 2),IFNAR2 IFNABR IFNARB,reviewed,Homo sapiens (Human),515,"57,759",N/A,Immunodeficiency 45 (IMD45),N/A,1N6U;1N6V;2HYM;2KZ1;2LAG;3S8W;3S9D;3SE3;3SE4;,Associates with IFNAR1 to form the plasma membrane receptor in the type I interferon signaling pathway.
P49767,VEGFC_HUMAN,Vascular endothelial growth factor C (VEGF-C) (Flt4 ligand) (Flt4-L) (Vascular endothelial growth factor-related protein) (VRP),VEGFC,reviewed,Homo sapiens (Human),419,"46,883",N/A,Lymphatic malformation 4 (LMPHM4),N/A,2X1W;2X1X;4BSK;6TJT;,"Growth factor active in angiogenesis, and endothelial cell growth, stimulating their proliferation and migration and also has effects on the permeability of blood vessels."
P51654,GPC3_HUMAN,Glypican-3 (GTR2-2) (Intestinal protein OCI-5) (MXR7) [Cleaved into: Glypican-3 alpha subunit; Glypican-3 beta subunit],GPC3 OCI5,reviewed,Homo sapiens (Human),580,"65,563",N/A,Simpson-Golabi-Behmel syndrome 1 (SGBS1),N/A,N/A,Cell surface proteoglycan that bears heparan sulfate.
P53801,PTTG_HUMAN,Pituitary tumor-transforming gene 1 protein-interacting protein (Pituitary tumor-transforming gene protein-binding factor) (PBF) (PTTG-binding factor),PTTG1IP C21orf1 C21orf3,reviewed,Homo sapiens (Human),180,"20,324",N/A,N/A,N/A,N/A,May facilitate PTTG1 nuclear translocation.
P56817,BACE1_HUMAN,Beta-secretase 1 (EC 3.4.23.46) (Aspartyl protease 2) (ASP2) (Asp 2) (Beta-site amyloid precursor protein cleaving enzyme 1) (Beta-site APP cleaving enzyme 1) (Memapsin-2) (Membrane-associated aspartic protease 2),BACE1 BACE KIAA1149,reviewed,Homo sapiens (Human),501,"55,764",Inhibited by RTN3 and RTN4,N/A,Reaction=Broad endopeptidase specificity,1FKN;1M4H;1PY1;1SGZ;1TQF;1UJJ;1UJK;1W50;1W51;1XN2;1XN3;1XS7;1YM2;1YM4;2B8L;2B8V;2F3E;2F3F;2FDP;2G94;2HIZ;2HM1;2IQG;2IRZ;2IS0;2NTR;2OAH;2OF0;2OHK;2OHL;2OHM;2OHN;2OHP;2OHQ;2OHR;2OHS;2OHT;2OHU;2P4J;2P83;2P8H;2PH6;2PH8;2Q11;2Q15;2QK5;2QMD;2QMF;2QMG;2QP8;2QU2;2QU3;2QZK;2QZL;2VA5;2VA6;2VA7;2VIE;2VIJ;2VIY;2VIZ;2VJ6;2VJ7;2VJ9;2VKM;2VNM;2VNN;2WEZ;2WF0;2WF1;2WF2;2WF3;2WF4;2WJO;2XFI;2XFJ;2XFK;2ZDZ;2ZE1;2ZHR;2ZHS;2ZHT;2ZHU;2ZHV;2ZJH;2ZJI;2ZJJ;2ZJK;2ZJL;2ZJM;2ZJN;3BRA;3BUF;3BUG;3BUH;3CIB;3CIC;3CID;3CKP;3CKR;3DM6;3DUY;3DV1;3DV5;3EXO;3FKT;3H0B;3HVG;3HW1;3I25;3IGB;3IN3;3IN4;3IND;3INE;3INF;3INH;3IVH;3IVI;3IXJ;3IXK;3K5C;3K5D;3K5F;3K5G;3KMX;3KMY;3KN0;3KYR;3L38;3L3A;3L58;3L59;3L5B;3L5C;3L5D;3L5E;3L5F;3LHG;3LNK;3LPI;3LPJ;3LPK;3MSJ;3MSK;3MSL;3N4L;3NSH;3OHF;3OHH;3OOZ;3PI5;3QBH;3QI1;3R1G;3R2F;3RSV;3RSX;3RTH;3RTM;3RTN;3RU1;3RVI;3S2O;3S7L;3S7M;3SKF;3SKG;3TPJ;3TPL;3TPP;3TPR;3U6A;3UDH;3UDJ;3UDK;3UDM;3UDN;3UDP;3UDQ;3UDR;3UDY;3UFL;3UQP;3UQR;3UQU;3UQW;3UQX;3VEU;3VF3;3VG1;3VV6;3VV7;3VV8;3WB4;3WB5;3ZMG;3ZOV;4ACU;4ACX;4AZY;4B00;4B05;4B0Q;4B1C;4B1D;4B1E;4B70;4B72;4B77;4B78;4BEK;4BFD;4D83;4D85;4D88;4D89;4D8C;4DH6;4DI2;4DJU;4DJV;4DJW;4DJX;4DJY;4DPF;4DPI;4DUS;4DV9;4DVF;4EWO;4EXG;4FCO;4FGX;4FM7;4FM8;4FRI;4FRJ;4FRK;4FRS;4FS4;4FSE;4FSL;4GID;4GMI;4H1E;4H3F;4H3G;4H3I;4H3J;4HA5;4HZT;4I0D;4I0E;4I0F;4I0G;4I0H;4I0I;4I0J;4I0Z;4I10;4I11;4I12;4I1C;4IVS;4IVT;4J0P;4J0T;4J0V;4J0Y;4J0Z;4J17;4J1C;4J1E;4J1F;4J1H;4J1I;4J1K;4JOO;4JP9;4JPC;4JPE;4K8S;4K9H;4KE0;4KE1;4L7G;4L7H;4L7J;4LC7;4LXA;4LXK;4LXM;4N00;4PZW;4PZX;4R5N;4R8Y;4R91;4R92;4R93;4R95;4RCD;4RCE;4RCF;4RRN;4RRO;4RRS;4TRW;4TRY;4TRZ;4WTU;4WY1;4WY6;4X2L;4X7I;4XKX;4XXS;4YBI;4ZPE;4ZPF;4ZPG;4ZSM;4ZSP;4ZSQ;4ZSR;5CLM;5DQC;5ENK;5ENM;5EZX;5EZZ;5F00;5F01;5HD0;5HDU;5HDV;5HDX;5HDZ;5HE4;5HE5;5HE7;5HTZ;5HU0;5HU1;5I3V;5I3W;5I3X;5I3Y;5IE1;5KQF;5KR8;5MBW;5MCO;5MCQ;5MXD;5QCO;5QCP;5QCQ;5QCR;5QCS;5QCT;5QCU;5QCV;5QCW;5QCX;5QCY;5QCZ;5QD0;5QD1;5QD2;5QD3;5QD4;5QD5;5QD6;5QD7;5QD8;5QD9;5QDA;5QDB;5QDC;5QDD;5T1U;5T1W;5TOL;5UYU;5V0N;5YGX;5YGY;6BFD;6BFE;6BFW;6BFX;6C2I;6DHC;6DMI;6E3Z;6EJ2;6EJ3;6EQM;6FGY;6JSE;6JSF;6JSG;6JSN;6JT3;6JT4;6NV7;6NV9;6NW3;6OD6;6PZ4;6UVP;6UVV;6UVY;6UWP;6UWV;6WNY;7B1E;7B1P;7B1Q;7D2V;7D2X;7D36;7D5A;7DCZ;7F1D;7MYI;7MYR;7MYU;7N66;,Responsible for the proteolytic processing of the amyloid precursor protein (APP).
P59595,NCAP_SARS,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N 9a,reviewed,Severe acute respiratory syndrome coronavirus (SARS-CoV),422,"46,025",N/A,N/A,N/A,1SSK;1X7Q;2CJR;2GIB;2JW8;2OFZ;2OG3;3I6L;6IEX;7LG0;,Packages the positive strand viral genome RNA into a helical ribonucleocapsid (RNP) and plays a fundamental role during virion assembly through its interactions with the viral genome and membrane protein M.
P60170,VSGP_EBOZM,Pre-small/secreted glycoprotein (pre-sGP) [Cleaved into: Small/secreted glycoprotein (sGP); Delta-peptide],GP,reviewed,Zaire ebolavirus (strain Mayinga-76) (ZEBOV) (Zaire Ebola virus),364,"41,175",N/A,N/A,N/A,N/A,sGP seems to possess an anti-inflammatory activity as it can reverse the barrier-decreasing effects of TNF alpha.
